acinum,year,loc1,loc2,time02,time04,time06,time08,time10,time12,time14,time16,time18,time20,time22,22~24
1261,2012,경기,이천시,,,,5,,2,4,2,2,6,3,2
1262,2012,경기,용인시,3,2,2,7,12,9,8,8,15,10,13,4
1263,2012,경기,안성시,,,,3,4,4,3,1,6,9,,1
1264,2012,경기,김포시,1,,,1,,2,4,4,5,6,,
1265,2012,경기,동두천시,,,,1,2,3,4,7,10,5,4,3
1266,2012,경기,과천시,,,,1,,2,2,1,1,1,2,3
1267,2012,경기,군포시,,1,1,3,1,,4,3,3,5,3,1
1268,2012,경기,남양주시,1,,,3,6,7,3,8,8,4,6,3
1269,2012,경기,오산시,1,,2,1,2,1,4,3,6,9,1,1
1270,2012,경기,의왕시,1,,,1,2,4,,1,1,2,3,1
1271,2012,경기,하남시,,,,2,8,6,5,6,3,8,4,4
1272,2012,강원,춘천시,5,,1,5,17,11,11,19,19,7,14,8
1273,2012,강원,원주시,3,2,1,4,21,9,10,17,15,13,8,3
1274,2012,강원,동해시,,,,,2,6,1,4,1,3,,1
1275,2012,강원,강릉시,1,1,,4,8,8,8,5,16,13,3,4
1276,2012,강원,속초시,2,,1,3,,,2,5,4,1,,1
1277,2012,강원,태백시,,,,,1,,,,2,,,
1278,2012,강원,삼척시,1,1,2,,1,3,4,2,2,2,1,
1279,2012,강원,홍천군,1,,,2,3,4,2,,,1,,2
1280,2012,강원,횡성군,,,,,,1,1,2,,,,
1281,2012,강원,영월군,,,,,1,,1,,,2,,
1282,2012,강원,평창군,,,,1,,,,1,1,1,,
1283,2012,강원,정선군,,,,,,,,,,,1,
1284,2012,강원,철원군,,,1,,3,,1,,1,1,2,
1285,2012,강원,화천군,,,,,,1,,,,,,
1286,2012,강원,양구군,,,,,,,,1,1,,,
1287,2012,강원,인제군,,,,,,,,,,,,
1288,2012,강원,고성군,,,,,,,,1,2,,,
1289,2012,강원,양양군,,,,,2,2,,2,,1,,1
1290,2012,충북,청주시,4,5,3,25,29,18,28,32,38,47,28,18
1291,2012,충북,충주시,1,,2,3,6,11,15,11,13,27,9,2
1292,2012,충북,제천시,,,,1,3,2,9,3,3,6,6,2
1293,2012,충북,청원군,,,1,2,4,2,6,3,5,7,4,1
1294,2012,충북,보은군,,,,,2,3,2,,,2,3,
1295,2012,충북,옥천군,,,,2,3,1,1,,1,,,1
1296,2012,충북,영동군,,,,1,2,1,2,5,2,,1,
1297,2012,충북,진천군,,,1,1,2,1,1,,3,2,2,1
1298,2012,충북,괴산군,,,,,,2,,1,3,1,2,
1299,2012,충북,음성군,,,,,1,4,2,2,3,3,,
1300,2012,충북,단양군,1,,,,,,1,1,,,,
1301,2012,충북,증평군,,,,2,3,,2,2,2,2,,
1302,2012,충남,천안시,1,1,2,2,3,7,11,6,15,10,9,8
1303,2012,충남,아산시,1,1,,1,2,1,,1,2,1,2,2
1304,2012,충남,보령시,,,,,2,2,1,,8,2,2,
1305,2012,충남,공주시,,,,,3,1,1,1,,2,4,1
1306,2012,충남,서산시,,,1,,2,4,2,,4,6,5,
1307,2012,충남,금산군,,,,,2,2,1,2,2,3,,
1308,2012,충남,태안군,,,,,,,2,,,1,1,
1309,2012,충남,연기군,,,,,,2,,,1,1,,
1310,2012,충남,논산시,,,,1,2,2,4,3,2,3,2,
1311,2012,충남,부여군,,,,1,1,1,1,1,5,3,,1
1312,2012,충남,서천군,,2,1,1,4,3,4,1,3,4,2,1
1313,2012,충남,청양군,,,,,1,1,,1,2,1,1,
1314,2012,충남,홍성군,,,1,1,2,,4,1,,2,1,
1315,2012,충남,예산군,,,,1,2,1,1,4,4,2,1,
1316,2012,충남,당진시,,,,,2,2,1,,,,,
1317,2012,충남,계룡시,,,,,,,,,,,,
1318,2012,전북,전주시,8,,1,11,30,11,12,27,21,22,14,10
1319,2012,전북,군산시,,,3,14,20,15,14,13,15,23,15,5
1320,2012,전북,정읍시,1,,,1,7,8,3,3,6,7,8,1
1321,2012,전북,남원시,,,1,3,6,5,4,7,11,3,8,1
1322,2012,전북,김제시,1,,,2,3,3,1,,5,4,,1
1323,2012,전북,완주군,,,,1,,4,1,3,1,3,1,
1324,2012,전북,진안군,,,,1,,1,1,1,,,,
1325,2012,전북,무주군,,,,1,,,,1,,,,
1326,2012,전북,장수군,,,,,,,,,2,,,
1327,2012,전북,임실군,,,,,1,1,,1,1,1,1,
1328,2012,전북,순창군,,,,,3,2,,3,,,,
1329,2012,전북,고창군,,,,2,1,,,4,,,1,1
1330,2012,전북,부안군,,,,1,3,4,2,2,1,3,3,1
1331,2012,전북,익산시,3,,1,13,17,12,7,12,15,22,10,3
1332,2012,전남,목포시,,1,2,11,6,8,8,10,21,13,14,3
1333,2012,전남,여수시,,,,3,5,1,7,2,5,6,1,
1334,2012,전남,순천시,,,4,7,8,4,6,11,10,14,5,4
1335,2012,전남,나주시,,,,1,6,2,1,5,4,5,5,
1336,2012,전남,광양시,,1,,4,9,6,1,6,3,6,1,2
1337,2012,전남,담양군,,,,1,1,3,3,1,3,4,1,
1338,2012,전남,곡성군,,,,,1,,2,3,2,,,
1339,2012,전남,구례군,,,,1,,1,1,1,,2,,
1340,2012,전남,고흥군,,,,1,2,2,3,1,1,,1,1
1341,2012,전남,보성군,,,,1,2,,,1,,2,,
1342,2012,전남,화순군,,,,1,2,5,3,2,,3,,1
1343,2012,전남,장흥군,,,,,2,2,3,3,3,1,2,
1344,2012,전남,강진군,,,,,2,2,,3,,1,1,
1345,2012,전남,해남군,,,,,1,1,1,,2,1,1,
1346,2012,전남,영암군,,,,2,3,1,1,,1,4,,
1347,2012,전남,무안군,,,,2,,,2,,2,,1,
1348,2012,전남,함평군,,,,,,1,1,,1,2,,1
1349,2012,전남,영광군,,,,1,1,,1,1,1,1,,
1350,2012,전남,장성군,,,1,1,,1,,1,1,3,,
1351,2012,전남,완도군,,,,1,,1,2,,1,2,,1
1352,2012,전남,진도군,,,,,,1,,,,,1,
1353,2012,전남,신안군,,,,,,,1,1,,1,,
1354,2012,경북,포항시,2,3,2,12,30,21,19,17,24,24,14,11
1355,2012,경북,경주시,3,1,2,9,18,15,22,18,28,19,11,4
1356,2012,경북,김천시,2,,1,1,3,8,5,6,7,4,3,1
1357,2012,경북,안동시,,,,4,5,7,5,8,11,6,8,2
1358,2012,경북,구미시,1,1,1,21,12,13,14,13,21,16,17,8
1359,2012,경북,영주시,,1,1,1,6,9,12,9,7,4,7,2
1360,2012,경북,영천시,,,,5,,1,1,2,6,1,2,1
1361,2012,경북,문경시,,,1,4,2,3,5,2,8,4,2,
1362,2012,경북,상주시,1,,,9,7,6,4,9,18,8,6,3
1363,2012,경북,군위군,,,,,1,1,,2,,,1,
1364,2012,경북,의성군,,,,,,1,,5,2,2,,2
1365,2012,경북,청송군,,,,,,,2,,,,,
1366,2012,경북,영양군,,,,,,2,1,,,,,
1367,2012,경북,영덕군,,,,1,1,1,,4,5,1,,
1368,2012,경북,청도군,,,,,1,,,2,1,1,2,
1369,2012,경북,고령군,1,,,1,3,3,2,,2,2,,
1370,2012,경북,성주군,,,,,2,2,1,1,3,3,2,1
1371,2012,경북,칠곡군,,,,1,2,4,2,11,3,5,,2
1372,2012,경북,예천군,,,,,,2,,1,1,1,,
1373,2012,경북,봉화군,,,,,4,1,1,1,,,,
1374,2012,경북,울진군,,,,,,2,2,4,2,1,,
1375,2012,경북,경산시,1,,1,10,8,5,3,9,5,17,7,2
1376,2012,경남,진주시,1,,2,7,10,6,15,11,8,13,7,2
1377,2012,경남,통영시,1,,,4,3,3,3,1,4,9,2,
1378,2012,경남,김해시,3,1,2,7,11,13,9,11,15,10,12,
1379,2012,경남,밀양시,1,,,,1,1,4,1,2,3,,1
1380,2012,경남,거제시,,,1,13,3,,3,2,9,16,5,4
1381,2012,경남,의령군,,,,1,1,2,2,1,1,,1,
1382,2012,경남,함안군,,,,2,2,2,1,3,2,2,,1
1383,2012,경남,창녕군,,,,1,3,1,2,2,5,,1,1
1384,2012,경남,양산시,,,,3,3,4,8,3,13,12,6,2
1385,2012,경남,고성군,,,,1,1,,,,,1,,
1386,2012,경남,사천시,,1,,2,3,1,1,3,5,2,3,2
1387,2012,경남,남해군,,,,,,,,,1,,,
1388,2012,경남,하동군,,,,,,,1,,,,,
1389,2012,경남,산청군,,,,,,,1,,,,,
1390,2012,경남,함양군,,,,2,,2,,1,1,2,,
1391,2012,경남,거창군,,,,1,5,4,1,2,3,4,3,1
1392,2012,경남,합천군,,,,1,2,,1,3,2,1,,
1393,2012,경남,창원시(통합),3,5,5,28,33,21,25,23,29,32,27,10
1394,2012,제주,제주시,1,1,6,7,14,11,8,16,20,17,13,8
1395,2012,제주,서귀포시,,,,,3,2,2,4,7,3,3,
1396,2013,서울,종로구,,,2,1,6,5,4,4,6,4,9,3
1397,2013,서울,중구,,,,3,3,2,3,4,1,6,2,2
1398,2013,서울,용산구,1,,,3,3,7,12,12,8,14,6,5
1399,2013,서울,성동구,1,1,5,8,14,17,12,15,17,14,8,6
1400,2013,서울,동대문구,7,4,4,8,25,26,22,24,32,32,21,18
1401,2013,서울,성북구,5,,3,5,13,10,10,5,7,10,8,4
1402,2013,서울,도봉구,4,,4,7,12,16,12,12,13,15,12,8
1403,2013,서울,은평구,2,1,4,10,10,10,5,16,26,13,12,8
1404,2013,서울,서대문구,,,2,1,5,5,7,4,6,8,7,4
1405,2013,서울,마포구,8,1,5,10,9,14,8,19,21,14,20,10
1406,2013,서울,강서구,4,3,6,10,12,13,12,25,26,21,15,14
1407,2013,서울,구로구,4,2,5,4,9,13,15,16,17,17,17,9
1408,2013,서울,영등포구,7,,5,15,22,28,18,34,46,33,26,16
1409,2013,서울,동작구,4,1,1,8,11,7,8,8,7,11,8,12
1410,2013,서울,관악구,3,3,,5,10,12,4,13,19,14,10,9
1411,2013,서울,강남구,3,3,6,12,16,7,8,17,26,9,13,9
1412,2013,서울,강동구,5,3,3,14,15,21,24,20,18,16,21,10
1413,2013,서울,송파구,10,7,18,31,43,35,39,45,51,36,34,24
1414,2013,서울,서초구,3,2,2,,9,7,6,11,10,9,7,7
1415,2013,서울,양천구,6,2,4,21,13,13,15,18,18,29,12,9
1416,2013,서울,중랑구,5,2,3,10,20,15,14,24,19,33,15,17
1417,2013,서울,노원구,2,,10,12,19,14,12,8,26,25,17,15
1418,2013,서울,광진구,4,3,7,12,20,12,17,13,19,20,14,11
1419,2013,서울,강북구,1,1,1,5,11,7,5,7,6,13,8,3
1420,2013,서울,금천구,3,,2,8,11,6,7,7,8,14,8,5
1421,2013,부산,중구,,,,,1,2,1,1,,,,
1422,2013,부산,서구,,,,4,,,,1,1,1,,2
1423,2013,부산,동구,,,,1,,2,,2,1,1,,1
1424,2013,부산,영도구,,,,2,,,,1,,,,1
1425,2013,부산,진구,3,,7,1,11,2,6,3,4,2,4,1
1426,2013,부산,동래구,2,,3,6,10,4,5,4,11,10,8,7
1427,2013,부산,남구,,1,2,9,4,6,5,4,6,6,4,4
1428,2013,부산,북구,1,,2,,3,2,,3,4,5,4,
1429,2013,부산,해운대구,2,,3,5,4,6,5,8,4,9,3,7
1430,2013,부산,사하구,,1,,5,3,4,2,10,4,8,5,2
1431,2013,부산,금정구,3,3,2,4,7,3,6,11,15,2,7,6
1432,2013,부산,강서구,,,,9,4,4,2,5,5,2,4,
1433,2013,부산,연제구,2,1,3,2,6,9,2,2,6,5,4,3
1434,2013,부산,수영구,3,1,1,4,4,3,6,5,8,6,9,6
1435,2013,부산,사상구,,,,5,8,7,9,6,7,8,1,5
1436,2013,부산,기장군,,,,2,2,3,,5,3,4,2,1
1437,2013,대구,중구,5,1,4,7,8,10,7,15,11,7,10,4
1438,2013,대구,동구,2,1,6,12,17,9,21,17,25,26,14,7
1439,2013,대구,서구,3,1,1,12,22,10,9,11,13,23,20,8
1440,2013,대구,남구,2,1,,5,7,6,6,9,14,5,11,5
1441,2013,대구,북구,6,2,9,23,47,36,32,30,44,53,35,17
1442,2013,대구,수성구,8,1,3,12,36,26,16,23,43,24,23,20
1443,2013,대구,달서구,5,4,5,34,56,30,22,38,57,45,38,19
1444,2013,대구,달성군,1,1,1,1,7,3,6,10,13,9,6,3
1445,2013,인천,중구,,1,,3,4,3,1,2,4,4,1,1
1446,2013,인천,동구,,,,1,1,,1,4,6,,2,
1447,2013,인천,남구,1,1,1,2,3,3,5,7,8,9,5,4
1448,2013,인천,부평구,1,2,6,6,22,9,15,10,13,11,12,8
1449,2013,인천,남동구,,,,13,13,9,13,15,18,12,9,4
1450,2013,인천,서구,1,2,3,6,4,11,5,9,10,13,5,1
1451,2013,인천,연수구,1,,1,3,6,4,4,3,4,6,5,5
1452,2013,인천,계양구,,2,2,8,11,7,6,11,10,12,1,3
1453,2013,인천,강화군,,,,3,1,,,1,,2,,
1454,2013,인천,옹진군,,,,,,,,,1,,1,
1455,2013,광주,동구,,1,,6,8,4,6,6,4,3,3,
1456,2013,광주,서구,1,,2,4,7,4,19,10,19,15,6,4
1457,2013,광주,북구,6,1,2,17,16,7,11,16,18,12,8,5
1458,2013,광주,광산구,4,,2,8,13,6,8,13,22,22,16,7
1459,2013,광주,남구,1,2,1,5,5,2,7,5,7,5,4,4
1460,2013,대전,동구,1,1,2,6,17,10,2,6,8,13,9,8
1461,2013,대전,중구,1,4,4,6,4,5,13,4,9,7,5,8
1462,2013,대전,서구,4,,1,1,15,8,5,10,11,21,8,8
1463,2013,대전,유성구,3,1,1,1,9,7,3,5,7,7,4,6
1464,2013,대전,대덕구,,,,3,6,2,4,3,2,4,5,2
1465,2013,울산,중구,2,2,2,8,10,10,5,8,6,11,7,4
1466,2013,울산,남구,2,2,3,11,10,12,8,12,11,17,9,4
1467,2013,울산,동구,,,1,13,2,1,3,1,9,4,2,2
1468,2013,울산,북구,1,1,2,2,4,3,1,8,13,8,3,5
1469,2013,울산,울주군,1,,,2,1,5,,3,3,8,1,
1470,2013,세종,세종,,,1,3,3,2,1,4,2,3,,2
1471,2013,경기,수원시,5,1,7,24,40,25,22,32,28,46,29,15
1472,2013,경기,성남시,2,1,2,8,13,10,5,10,7,10,5,6
1473,2013,경기,의정부시,,2,1,1,12,5,8,12,16,10,8,4
1474,2013,경기,안양시,4,1,4,10,20,12,15,18,23,19,13,13
1475,2013,경기,부천시,5,2,3,20,33,23,21,26,40,34,10,16
1476,2013,경기,안산시,4,3,6,19,27,14,14,26,27,32,27,6
1477,2013,경기,평택시,,,1,8,7,9,7,8,6,7,7,4
1478,2013,경기,광명시,1,1,1,2,2,4,8,8,8,9,2,2
1479,2013,경기,구리시,,1,1,3,3,2,5,8,3,4,6,1
1480,2013,경기,양주시,,,2,3,4,1,2,3,7,5,1,3
1481,2013,경기,여주시,1,,,,3,1,1,2,2,2,2,1
1482,2013,경기,화성시,4,1,2,2,4,5,7,9,13,11,9,1
1483,2013,경기,시흥시,1,,1,10,12,9,6,8,10,25,11,3
1484,2013,경기,파주시,,,,,8,1,4,4,8,12,4,2
1485,2013,경기,고양시,5,2,6,14,38,28,30,47,53,43,22,21
1486,2013,경기,광주시,1,,,4,4,5,1,6,9,5,4,2
1487,2013,경기,연천군,,,,,1,1,,,,,,
1488,2013,경기,포천시,1,1,,2,2,1,1,5,5,2,2,
1489,2013,경기,가평군,,,,1,4,4,3,4,4,1,2,2
1490,2013,경기,양평군,,,1,,4,4,6,2,6,4,,1
1491,2013,경기,이천시,,,,2,2,4,1,1,6,6,3,1
1492,2013,경기,용인시,1,,2,4,6,8,10,10,12,15,11,7
1493,2013,경기,안성시,,,,3,5,5,4,4,2,3,5,
1494,2013,경기,김포시,1,,,1,5,5,2,7,6,6,3,1
1495,2013,경기,동두천시,,,1,,3,2,3,5,8,1,3,
1496,2013,경기,과천시,,,,2,1,4,3,,1,,,
1497,2013,경기,군포시,,1,2,2,3,3,,,4,8,5,3
1498,2013,경기,남양주시,,,2,1,6,7,6,13,13,10,12,3
1499,2013,경기,오산시,1,,1,5,4,4,4,5,7,6,3,4
1500,2013,경기,의왕시,,,1,3,4,2,4,3,4,4,3,
1501,2013,경기,하남시,1,,1,7,9,8,7,8,9,9,3,3
1502,2013,강원,춘천시,1,1,,6,14,5,6,15,25,10,6,4
1503,2013,강원,원주시,2,,,8,18,11,10,11,17,20,5,8
1504,2013,강원,동해시,,,,2,3,2,2,,4,,1,
1505,2013,강원,강릉시,,,1,3,9,6,5,4,6,11,6,4
1506,2013,강원,속초시,,,,,1,4,2,3,8,3,1,1
1507,2013,강원,태백시,,,,,1,,,1,,,,
1508,2013,강원,삼척시,,,,1,6,2,2,2,4,1,1,
1509,2013,강원,홍천군,,,,1,,3,1,1,,4,,
1510,2013,강원,횡성군,,,,,1,,,1,,,,
1511,2013,강원,영월군,,,,,2,,,2,,1,,
1512,2013,강원,평창군,,,,,,,1,1,,,1,
1513,2013,강원,정선군,,,,,,,,,,,,
1514,2013,강원,철원군,1,,,,4,,2,2,3,1,,
1515,2013,강원,화천군,,,,,1,,1,,1,,1,
1516,2013,강원,양구군,,,,,,,1,,1,,1,
1517,2013,강원,인제군,,,,,,,,,,,,
1518,2013,강원,고성군,,,,,1,1,,1,1,,,
1519,2013,강원,양양군,,,,,,2,,,,,1,
1520,2013,충북,청주시,,,4,25,38,21,27,26,40,29,20,16
1521,2013,충북,충주시,1,,3,5,13,7,11,9,19,10,5,2
1522,2013,충북,제천시,,,,1,6,4,7,6,6,8,2,
1523,2013,충북,청원군,,,,4,8,2,1,7,3,7,4,3
1524,2013,충북,보은군,,,,,,1,2,1,3,1,1,
1525,2013,충북,옥천군,,,,1,3,1,,3,2,1,,
1526,2013,충북,영동군,,,,,1,2,1,1,1,4,1,
1527,2013,충북,진천군,,,,,1,2,,2,,,1,
1528,2013,충북,괴산군,,,,1,1,1,,,2,3,,
1529,2013,충북,음성군,,,,,,1,3,1,3,1,2,1
1530,2013,충북,단양군,,,,,,,,1,1,2,,
1531,2013,충북,증평군,,,,1,,1,,3,1,6,2,
1532,2013,충남,천안시,2,,3,6,5,5,5,8,7,5,6,2
1533,2013,충남,아산시,,,,1,2,2,3,3,4,2,2,3
1534,2013,충남,보령시,,,1,3,4,3,2,2,6,2,3,2
1535,2013,충남,공주시,,,,1,5,3,1,1,2,2,1,
1536,2013,충남,서산시,,,1,,5,3,2,7,5,3,4,
1537,2013,충남,금산군,,,,2,,2,1,4,4,2,1,2
1538,2013,충남,태안군,,,,,1,,,,1,,1,
1539,2013,충남,연기군,,,,,,,,,,,,
1540,2013,충남,논산시,,,,2,3,4,3,5,9,4,1,
1541,2013,충남,부여군,,,,2,2,3,2,2,1,1,,
1542,2013,충남,서천군,,,,,2,6,1,,,,2,
1543,2013,충남,청양군,,,,1,,,1,1,,,,
1544,2013,충남,홍성군,,,,2,3,4,1,1,4,4,1,
1545,2013,충남,예산군,,,,2,1,2,1,4,4,1,1,
1546,2013,충남,당진시,,,,1,,3,1,2,3,4,2,1
1547,2013,충남,계룡시,,,,1,,,1,,1,1,,
1548,2013,전북,전주시,5,,4,22,22,14,16,23,29,17,20,7
1549,2013,전북,군산시,2,1,3,6,14,15,13,12,16,24,9,2
1550,2013,전북,정읍시,1,,,5,6,9,6,10,9,7,2,3
1551,2013,전북,남원시,,,1,,8,2,4,5,7,8,3,2
1552,2013,전북,김제시,,,,3,,2,3,3,4,2,5,1
1553,2013,전북,완주군,,,,2,1,1,,5,4,4,1,
1554,2013,전북,진안군,,,,1,1,,,1,2,,2,
1555,2013,전북,무주군,,,,,,,,,,,,
1556,2013,전북,장수군,,,,,,1,,,,,,
1557,2013,전북,임실군,,,,,2,1,1,,1,,,
1558,2013,전북,순창군,,1,,,2,,1,,1,2,1,
1559,2013,전북,고창군,,,,,,,,1,2,2,,
1560,2013,전북,부안군,,,,1,2,2,4,2,4,2,,
1561,2013,전북,익산시,2,1,2,7,20,13,12,15,25,17,6,1
1562,2013,전남,목포시,,,1,4,12,8,6,5,15,18,10,4
1563,2013,전남,여수시,,,,1,2,2,3,5,5,3,2,4
1564,2013,전남,순천시,,,,7,11,10,11,10,11,15,11,3
1565,2013,전남,나주시,1,,,5,8,2,5,5,4,2,3,
1566,2013,전남,광양시,,,,3,3,,5,5,8,7,4,
1567,2013,전남,담양군,,,,2,2,1,1,3,5,1,1,1
1568,2013,전남,곡성군,,,,,2,,1,1,4,1,,1
1569,2013,전남,구례군,,,,,1,1,,,1,2,,
1570,2013,전남,고흥군,,,,,3,1,2,2,,,1,
1571,2013,전남,보성군,,,,1,1,1,,1,,4,,
1572,2013,전남,화순군,,,,2,2,,,1,1,5,1,
1573,2013,전남,장흥군,,1,,,3,1,2,,1,1,,1
1574,2013,전남,강진군,,,,1,3,,2,,2,,,1
1575,2013,전남,해남군,,,1,,3,2,1,,1,1,,1
1576,2013,전남,영암군,,,1,4,3,1,3,1,,6,1,1
1577,2013,전남,무안군,,,,,,,1,2,1,3,,
1578,2013,전남,함평군,,,,,,,2,2,,,,1
1579,2013,전남,영광군,,,,,1,1,,1,2,1,1,
1580,2013,전남,장성군,,,1,,,1,3,4,1,3,1,
1581,2013,전남,완도군,,,,1,1,,,,1,1,1,
1582,2013,전남,진도군,,,,,,1,,,1,,,
1583,2013,전남,신안군,,,,,,1,,,,1,1,1
1584,2013,경북,포항시,2,1,7,14,31,28,20,23,33,26,18,11
1585,2013,경북,경주시,2,,1,12,24,22,12,23,22,23,17,9
1586,2013,경북,김천시,,,,6,5,5,2,5,5,5,3,5
1587,2013,경북,안동시,1,,2,2,8,10,8,7,6,9,3,
1588,2013,경북,구미시,2,4,2,10,20,9,9,14,25,22,14,6
1589,2013,경북,영주시,,,,2,5,7,5,3,9,10,5,1
1590,2013,경북,영천시,,,,1,3,2,5,5,7,4,,2
1591,2013,경북,문경시,,,,1,5,3,4,1,7,2,,2
1592,2013,경북,상주시,1,,,6,12,9,10,13,15,12,4,3
1593,2013,경북,군위군,,,,1,,2,1,,,2,,
1594,2013,경북,의성군,,,1,1,1,,2,2,1,3,,
1595,2013,경북,청송군,,,,,,,,,,,,
1596,2013,경북,영양군,,,,,,2,1,,1,1,,
1597,2013,경북,영덕군,,,,1,1,2,4,2,3,3,5,
1598,2013,경북,청도군,,,,,,,,2,,1,1,1
1599,2013,경북,고령군,,,,2,,1,1,2,1,,2,
1600,2013,경북,성주군,,,,1,1,4,,2,5,5,1,
1601,2013,경북,칠곡군,2,,,2,6,2,3,4,1,5,4,1
1602,2013,경북,예천군,,,,,,1,,1,2,1,,
1603,2013,경북,봉화군,,,,,,,,1,3,1,1,
1604,2013,경북,울진군,,,,2,,,,3,3,2,2,
1605,2013,경북,경산시,5,,3,13,7,8,11,17,12,13,4,10
1606,2013,경남,진주시,,3,,6,12,9,12,14,15,14,9,5
1607,2013,경남,통영시,,2,,3,5,2,3,5,5,5,2,1
1608,2013,경남,김해시,1,1,2,9,11,7,11,11,16,20,7,6
1609,2013,경남,밀양시,,,,4,4,4,1,2,5,5,4,
1610,2013,경남,거제시,2,2,,12,3,5,1,,12,13,6,6
1611,2013,경남,의령군,,,,2,,1,2,,,,1,
1612,2013,경남,함안군,,,,,3,1,2,5,1,2,2,1
1613,2013,경남,창녕군,,,,1,2,1,,2,1,1,2,1
1614,2013,경남,양산시,1,,2,8,5,5,10,8,14,10,2,
1615,2013,경남,고성군,,,,1,3,1,1,1,,3,1,
1616,2013,경남,사천시,,,,1,4,4,7,2,3,6,3,2
1617,2013,경남,남해군,,,,,,,,1,,,,
1618,2013,경남,하동군,,,,1,,,,,3,1,,
1619,2013,경남,산청군,,,,,,,,,1,,,
1620,2013,경남,함양군,,,,3,2,2,,1,,1,,1
1621,2013,경남,거창군,,,,1,1,3,,2,2,5,1,
1622,2013,경남,합천군,,,,1,1,1,1,1,2,2,,
1623,2013,경남,창원시(통합),7,1,7,34,38,26,20,28,33,43,29,16
1624,2013,제주,제주시,2,2,,9,12,16,21,25,19,25,14,5
1625,2013,제주,서귀포시,,,,3,1,4,7,6,7,2,2,1
1626,2014,서울,종로구,3,1,2,7,6,5,1,5,6,8,6,3
1627,2014,서울,중구,2,2,1,5,1,4,,4,2,4,3,3
1628,2014,서울,용산구,2,1,,9,11,8,7,13,14,8,8,3
1629,2014,서울,성동구,4,,3,8,22,16,13,17,25,18,13,5
1630,2014,서울,동대문구,5,1,4,13,38,20,17,23,38,37,28,14
1631,2014,서울,성북구,1,,4,6,15,8,6,15,13,19,14,16
1632,2014,서울,도봉구,3,,3,10,20,12,9,8,22,16,17,6
1633,2014,서울,은평구,4,1,6,7,15,10,11,12,22,28,9,10
1634,2014,서울,서대문구,2,1,,1,8,7,9,8,6,8,8,3
1635,2014,서울,마포구,4,2,2,6,17,10,15,18,16,16,18,11
1636,2014,서울,강서구,3,,7,17,26,18,22,26,26,26,18,14
1637,2014,서울,구로구,2,1,5,13,15,10,14,26,20,30,24,20
1638,2014,서울,영등포구,5,3,5,11,28,32,25,38,52,39,46,37
1639,2014,서울,동작구,5,2,6,3,15,12,10,18,18,11,16,10
1640,2014,서울,관악구,5,1,3,7,11,10,13,10,20,17,9,8
1641,2014,서울,강남구,6,4,4,7,24,12,16,19,31,21,14,16
1642,2014,서울,강동구,10,6,5,15,30,22,23,23,34,31,20,12
1643,2014,서울,송파구,12,4,13,34,42,33,29,39,72,65,40,42
1644,2014,서울,서초구,4,6,3,6,10,12,6,7,12,16,14,13
1645,2014,서울,양천구,6,1,6,19,31,18,19,17,32,25,25,17
1646,2014,서울,중랑구,6,1,4,13,32,17,20,32,29,31,25,14
1647,2014,서울,노원구,3,4,7,20,22,21,16,18,29,26,21,9
1648,2014,서울,광진구,7,1,3,13,18,24,19,25,28,27,20,21
1649,2014,서울,강북구,2,4,6,5,17,14,16,9,12,13,19,8
1650,2014,서울,금천구,3,,3,9,10,7,8,8,15,12,11,5
1651,2014,부산,중구,1,,,1,1,2,1,1,2,3,,2
1652,2014,부산,서구,,,1,1,4,3,1,,4,3,2,1
1653,2014,부산,동구,,2,1,2,3,1,,3,1,3,1,1
1654,2014,부산,영도구,,,,,1,,1,,,,1,1
1655,2014,부산,진구,1,,2,,3,6,4,4,7,5,4,5
1656,2014,부산,동래구,1,1,2,6,2,11,9,5,14,6,14,5
1657,2014,부산,남구,,,2,3,5,9,1,6,13,3,8,7
1658,2014,부산,북구,,,1,,4,3,6,5,7,1,2,3
1659,2014,부산,해운대구,1,3,3,7,9,5,9,7,15,7,13,5
1660,2014,부산,사하구,,,2,4,1,5,2,7,6,8,2,3
1661,2014,부산,금정구,,,,3,7,1,5,9,7,10,5,2
1662,2014,부산,강서구,,,,7,6,5,2,3,3,6,3,2
1663,2014,부산,연제구,1,,1,2,4,1,5,6,8,2,8,3
1664,2014,부산,수영구,4,,3,4,4,4,1,9,11,5,10,6
1665,2014,부산,사상구,1,,1,6,7,6,4,6,10,10,4,2
1666,2014,부산,기장군,,,,,1,2,1,1,1,2,,1
1667,2014,대구,중구,4,1,1,8,13,10,14,18,15,12,11,5
1668,2014,대구,동구,4,2,2,16,31,18,12,28,31,36,18,7
1669,2014,대구,서구,1,2,3,19,26,10,20,19,27,21,16,12
1670,2014,대구,남구,4,,3,7,10,6,8,10,14,11,12,7
1671,2014,대구,북구,8,1,10,36,48,22,31,39,51,42,39,8
1672,2014,대구,수성구,5,1,3,16,33,25,25,23,36,33,32,11
1673,2014,대구,달서구,10,,3,28,54,23,26,45,67,50,32,26
1674,2014,대구,달성군,,,1,5,9,6,9,11,17,10,10,8
1675,2014,인천,중구,,,,1,3,4,2,4,4,4,2,2
1676,2014,인천,동구,,,,1,3,,,2,,2,3,
1677,2014,인천,남구,3,2,2,2,7,9,4,8,5,8,8,5
1678,2014,인천,부평구,3,2,4,18,21,15,15,22,19,19,14,5
1679,2014,인천,남동구,1,,2,15,24,8,7,13,20,14,19,6
